StopCount,StopCountDrugs,LSOA21CD,Borough,PopulationLSOA,EthnicMinority,IncomeDomainScore,CrimeSum,DrugCrimeSum,MeanHousePrice,PoliceDept,StopCount_z,EthnicMinority_z,MeanHousePrice_z,CrimeSum_z,DrugCrimeSum_z,IncomeDomainScore_z,gini
11.0,8.0,E01000765,Bromley,1789,13.19,0.051,165.0,6.0,671179.0,London,-0.273,-1.711,-0.018,-0.102,-0.067,-1.153,0.314480195378954
4.0,1.0,E01000766,Bromley,1815,13.28,0.021,39.0,0.0,715339.0,London,-0.364,-1.706,0.071,-0.536,-0.435,-1.563,0.0939776974783385
3.0,2.0,E01001121,Croydon,1325,23.7,0.034,34.0,0.0,659666.0,London,-0.376,-1.149,-0.041,-0.553,-0.435,-1.385,0.1620305758407068
10.0,9.0,E01001122,Croydon,1438,42.98,0.034,65.0,0.0,722606.0,London,-0.286,-0.118,0.086,-0.446,-0.435,-1.385,0.1497701084180053
4.0,4.0,E01001123,Croydon,1616,34.28,0.036,53.0,2.0,606528.0,London,-0.364,-0.583,-0.149,-0.488,-0.312,-1.358,0.0810886511804079
0.0,0.0,E01001124,Croydon,1564,23.53,0.03,37.0,1.0,670166.0,London,-0.415,-1.158,-0.02,-0.543,-0.373,-1.44,0.1522106106044975
14.0,8.0,E01001125,Croydon,1645,40.91,0.083,132.0,4.0,545441.0,London,-0.235,-0.229,-0.272,-0.216,-0.19,-0.716,0.555628030459477
2.0,1.0,E01001126,Croydon,1417,26.25,0.042,48.0,0.0,428354.0,London,-0.389,-1.013,-0.509,-0.505,-0.435,-1.276,0.1408588252190148
26.0,16.0,E01001127,Croydon,1626,36.84,0.066,69.0,3.0,572677.0,London,-0.08,-0.446,-0.217,-0.433,-0.251,-0.948,0.0687534134242828
61.0,17.0,E01001128,Croydon,1599,54.72,0.257,148.0,9.0,404557.0,London,0.371,0.509,-0.557,-0.161,0.117,1.66,0.2133816425120773
6.0,4.0,E01001129,Croydon,1392,32.54,0.029,70.0,1.0,613956.0,London,-0.338,-0.676,-0.134,-0.429,-0.373,-1.454,0.0575664412528038
30.0,9.0,E01001130,Croydon,1761,70.47,0.296,146.0,5.0,680011.4373197248,London,-0.028,1.352,-0.0,-0.168,-0.128,2.192,0.1229444766879473
0.0,0.0,E01001131,Croydon,1573,27.34,0.079,73.0,1.0,368560.0,London,-0.415,-0.954,-0.63,-0.419,-0.373,-0.771,0.106220739061164
6.0,2.0,E01001132,Croydon,1620,38.77,0.051,100.0,2.0,673039.0,London,-0.338,-0.343,-0.014,-0.326,-0.312,-1.153,0.1736461039378706
6.0,1.0,E01001133,Croydon,1589,29.2,0.083,72.0,5.0,434528.0,London,-0.338,-0.855,-0.497,-0.422,-0.128,-0.716,0.2458435352478041
5.0,3.0,E01001134,Croydon,1608,38.5,0.07,102.0,2.0,426511.0,London,-0.351,-0.358,-0.513,-0.319,-0.312,-0.894,0.2045433053943692
54.0,26.0,E01001135,Croydon,1681,36.82,0.067,119.0,5.0,575233.0,London,0.281,-0.447,-0.212,-0.26,-0.128,-0.935,0.0846741484824671
81.0,58.0,E01001136,Croydon,2040,55.34,0.176,442.0,18.0,325033.0,London,0.629,0.543,-0.718,0.852,0.668,0.554,0.4096672292241868
9.0,4.0,E01001137,Croydon,2131,36.7,0.141,253.0,8.0,434667.0,London,-0.299,-0.454,-0.496,0.201,0.055,0.076,0.2318959012996849
13.0,3.0,E01001138,Croydon,1516,35.62,0.12,100.0,1.0,518234.0,London,-0.248,-0.512,-0.327,-0.326,-0.373,-0.211,0.2512091783199644
18.0,14.0,E01001139,Croydon,1699,53.91,0.111,165.0,9.0,448450.0,London,-0.183,0.466,-0.468,-0.102,0.117,-0.334,0.2338543251215923
0.0,0.0,E01001140,Croydon,1629,40.82,0.136,107.0,1.0,376214.0,London,-0.415,-0.234,-0.615,-0.302,-0.373,0.007,0.2257901106568848
7.0,6.0,E01001141,Croydon,1274,57.85,0.187,39.0,0.0,423838.0,London,-0.325,0.677,-0.518,-0.536,-0.435,0.704,0.1848137172960514
14.0,10.0,E01001142,Croydon,1927,48.99,0.113,217.0,8.0,494295.0,London,-0.235,0.203,-0.376,0.077,0.055,-0.307,0.2272025797286956
12.0,6.0,E01001143,Croydon,1932,57.4,0.17,211.0,4.0,383010.0,London,-0.26,0.653,-0.601,0.056,-0.19,0.472,0.1577780848711625
13.0,6.0,E01001144,Croydon,1759,59.47,0.207,201.0,4.0,323649.0,London,-0.248,0.763,-0.721,0.022,-0.19,0.977,0.2375041444892877
99.0,54.0,E01001145,Croydon,1828,65.37,0.27,224.0,11.0,274500.0,London,0.861,1.079,-0.82,0.101,0.239,1.837,0.2475068572831441
9.0,5.0,E01001146,Croydon,1532,66.64,0.127,83.0,5.0,373637.0,London,-0.299,1.147,-0.62,-0.384,-0.128,-0.115,0.0935316697695834
64.0,45.0,E01001147,Croydon,1781,66.98,0.205,138.0,4.0,298203.0,London,0.41,1.165,-0.772,-0.195,-0.19,0.95,0.4593931058310742
3.0,2.0,E01001148,Croydon,1762,67.03,0.156,138.0,8.0,385537.0,London,-0.376,1.168,-0.596,-0.195,0.055,0.28,0.1649548082373074
3.0,2.0,E01001149,Croydon,1589,59.53,0.101,118.0,4.0,448301.0,London,-0.376,0.767,-0.469,-0.264,-0.19,-0.471,0.2452971391775791
9.0,4.0,E01001150,Croydon,1701,53.5,0.131,101.0,1.0,471393.0,London,-0.299,0.444,-0.422,-0.322,-0.373,-0.061,0.1556125252606812
9.0,2.0,E01001151,Croydon,1750,67.54,0.22,287.0,9.0,369125.0,London,-0.299,1.195,-0.629,0.318,0.117,1.154,0.1330248698669751
52.0,36.0,E01001152,Croydon,2061,65.6,0.225,254.0,17.0,323988.0,London,0.255,1.091,-0.72,0.204,0.607,1.223,0.1960907789177868
19.0,10.0,E01001153,Croydon,1633,70.36,0.139,147.0,3.0,435183.0,London,-0.17,1.346,-0.495,-0.164,-0.251,0.048,0.1403711380910078
5.0,1.0,E01001154,Croydon,1960,68.21,0.161,292.0,17.0,352547.0,London,-0.351,1.231,-0.662,0.335,0.607,0.349,0.2503272436496071
255.0,149.0,E01001155,Croydon,1794,74.8,0.281,412.0,24.0,324991.0,London,2.872,1.583,-0.718,0.749,1.036,1.987,0.272713544262968
16.0,12.0,E01001156,Croydon,1772,44.3,0.174,82.0,0.0,427604.0,London,-0.209,-0.048,-0.511,-0.388,-0.435,0.526,0.266806683691464
23.0,10.0,E01001157,Croydon,1848,64.66,0.115,103.0,2.0,568647.0,London,-0.119,1.041,-0.225,-0.316,-0.312,-0.279,0.1995117436797021
47.0,30.0,E01001158,Croydon,1532,44.52,0.127,115.0,5.0,382114.0,London,0.191,-0.036,-0.603,-0.274,-0.128,-0.115,0.222745166313631
13.0,8.0,E01001159,Croydon,1944,51.9,0.093,181.0,9.0,524751.0,London,-0.248,0.359,-0.314,-0.047,0.117,-0.58,0.3495114797777739
1.0,1.0,E01001160,Croydon,1948,70.64,0.107,211.0,4.0,553978.0,London,-0.402,1.361,-0.255,0.056,-0.19,-0.389,0.204554107012404
9.0,6.0,E01001161,Croydon,1741,71.74,0.293,189.0,8.0,456763.0,London,-0.299,1.419,-0.452,-0.019,0.055,2.151,0.1431844721121245
5.0,1.0,E01001162,Croydon,1814,50.99,0.171,142.0,6.0,493812.0,London,-0.351,0.31,-0.377,-0.181,-0.067,0.485,0.2250203023497635
8.0,7.0,E01001163,Croydon,1975,39.34,0.09,82.0,4.0,488479.0,London,-0.312,-0.313,-0.387,-0.388,-0.19,-0.621,0.2277800720117404
24.0,6.0,E01001164,Croydon,1979,31.78,0.133,249.0,9.0,414757.0,London,-0.106,-0.717,-0.537,0.187,0.117,-0.034,0.201561785291412
22.0,11.0,E01001165,Croydon,1846,53.41,0.125,180.0,3.0,421422.0,London,-0.132,0.439,-0.523,-0.05,-0.251,-0.143,0.2417459503915515
131.0,85.0,E01001166,Croydon,1968,53.51,0.201,282.0,12.0,367636.0,London,1.274,0.445,-0.632,0.301,0.3,0.895,0.1828280588378158
70.0,38.0,E01001167,Croydon,2328,57.86,0.131,378.0,10.0,425128.0,London,0.487,0.677,-0.516,0.632,0.178,-0.061,0.1752113619469854
2.0,2.0,E01001168,Croydon,1819,44.97,0.099,183.0,9.0,368236.0,London,-0.389,-0.012,-0.631,-0.04,0.117,-0.498,0.1712296534395264
17.0,9.0,E01001169,Croydon,1831,58.82,0.214,152.0,2.0,431102.0,London,-0.196,0.729,-0.504,-0.147,-0.312,1.072,0.1217881926582724
43.0,22.0,E01001170,Croydon,1942,50.57,0.147,268.0,6.0,278565.0,London,0.139,0.288,-0.812,0.253,-0.067,0.158,0.2943099759162796
1.0,0.0,E01000971,Camden,1324,25.23,0.056,49.0,2.0,1107677.0,London,-0.402,-1.067,0.865,-0.502,-0.312,-1.085,0.305523824492763
36.0,11.0,E01000972,Camden,1960,49.03,0.208,481.0,7.0,810156.0,London,0.049,0.205,0.263,0.986,-0.006,0.991,0.3068031561182246
36.0,25.0,E01000973,Camden,2562,40.98,0.132,464.0,11.0,627849.0,London,0.049,-0.225,-0.106,0.928,0.239,-0.047,0.2960390679198878
7.0,5.0,E01000974,Camden,1586,45.59,0.183,193.0,2.0,661292.0,London,-0.325,0.021,-0.038,-0.006,-0.312,0.649,0.317911924789708
39.0,21.0,E01035707,Camden,2452,26.75,0.13545803820562352,11.0,1.0,680011.4373197248,London,0.088,-0.986,-0.0,-0.632,-0.373,0.0,0.405692498854628
74.0,50.0,E01035708,Camden,1952,58.66,0.13545803820562352,8.0,0.0,680011.4373197248,London,0.539,0.72,-0.0,-0.643,-0.435,0.0,0.3830694290966386
82.0,60.0,E01035709,Camden,1538,64.24,0.13545803820562352,5.0,0.0,680011.4373197248,London,0.642,1.018,-0.0,-0.653,-0.435,0.0,0.0
129.0,102.0,E01035710,Camden,2579,63.44,0.13545803820562352,25.0,2.0,680011.4373197248,London,1.248,0.976,-0.0,-0.584,-0.312,0.0,0.3702117706847463
310.0,281.0,E01035711,Camden,2430,50.53,0.13545803820562352,41.0,2.0,680011.4373197248,London,3.581,0.285,-0.0,-0.529,-0.312,0.0,0.835728227360894
141.0,104.0,E01035712,Camden,2458,54.96,0.13545803820562352,9.0,0.0,680011.4373197248,London,1.402,0.522,-0.0,-0.639,-0.435,0.0,0.303295626045364
64.0,33.0,E01000975,Croydon,2344,49.91,0.096,163.0,6.0,447435.0,London,0.41,0.252,-0.47,-0.109,-0.067,-0.539,0.5312213039485767
26.0,16.0,E01000819,Bromley,1849,36.24,0.194,152.0,5.0,401062.0,London,-0.08,-0.478,-0.564,-0.147,-0.128,0.799,0.1578173805661154
1.0,1.0,E01001070,Croydon,1787,39.17,0.104,128.0,2.0,542891.0,London,-0.402,-0.322,-0.277,-0.23,-0.312,-0.43,0.2238094525240579
43.0,32.0,E01000976,Croydon,2141,47.83,0.149,374.0,7.0,367812.0,London,0.139,0.141,-0.632,0.618,-0.006,0.185,0.2351028886785875
20.0,9.0,E01000977,Croydon,1942,49.54,0.195,247.0,8.0,324663.0,London,-0.157,0.233,-0.719,0.18,0.055,0.813,0.2058746274252399
0.0,0.0,E01000978,Croydon,1734,53.0,0.086,110.0,7.0,302567.0,London,-0.415,0.418,-0.764,-0.291,-0.006,-0.675,0.6589379544015433
11.0,5.0,E01000979,Croydon,1760,49.32,0.095,211.0,11.0,416339.0,London,-0.273,0.221,-0.533,0.056,0.239,-0.552,0.2690227956228335
2.0,1.0,E01000980,Croydon,1496,58.69,0.192,74.0,3.0,398487.0,London,-0.389,0.722,-0.569,-0.415,-0.251,0.772,0.1623805127091027
3.0,3.0,E01000981,Croydon,1732,43.88,0.097,111.0,4.0,430537.0,London,-0.376,-0.07,-0.505,-0.288,-0.19,-0.525,0.1028932342591741
2.0,2.0,E01000982,Croydon,1687,48.19,0.138,162.0,5.0,376473.0,London,-0.389,0.16,-0.614,-0.112,-0.128,0.035,0.1144296591825623
2.0,1.0,E01000983,Croydon,1820,44.84,0.071,156.0,0.0,415288.0,London,-0.389,-0.019,-0.536,-0.133,-0.435,-0.88,0.1984845818625979
12.0,5.0,E01000984,Croydon,1905,57.95,0.194,125.0,6.0,373091.0,London,-0.26,0.682,-0.621,-0.24,-0.067,0.799,0.2565053801251846
3.0,2.0,E01000985,Croydon,1452,43.39,0.059,88.0,4.0,586973.0,London,-0.376,-0.096,-0.188,-0.367,-0.19,-1.044,0.1437975570076139
10.0,5.0,E01000986,Croydon,1777,45.98,0.083,169.0,4.0,514541.0,London,-0.286,0.042,-0.335,-0.088,-0.19,-0.716,0.2947104263783563
2.0,0.0,E01000987,Croydon,1360,36.76,0.049,116.0,4.0,514815.0,London,-0.389,-0.451,-0.334,-0.271,-0.19,-1.181,0.1693385489971851
2.0,2.0,E01000989,Croydon,1736,39.29,0.079,74.0,2.0,475343.0,London,-0.389,-0.315,-0.414,-0.415,-0.312,-0.771,0.07064260982926
1.0,0.0,E01000990,Croydon,1436,53.69,0.257,104.0,7.0,371340.0,London,-0.402,0.454,-0.624,-0.312,-0.006,1.66,0.3691551229536043
3.0,2.0,E01000991,Croydon,1736,40.38,0.05,90.0,5.0,563279.0,London,-0.376,-0.257,-0.236,-0.36,-0.128,-1.167,0.1668399496711037
77.0,49.0,E01000992,Croydon,1877,56.9,0.184,222.0,10.0,429167.0,London,0.577,0.626,-0.507,0.094,0.178,0.663,0.203867031384479
14.0,4.0,E01000993,Croydon,1654,44.38,0.069,131.0,6.0,458036.0,London,-0.235,-0.043,-0.449,-0.219,-0.067,-0.907,0.1297980949415303
17.0,7.0,E01000994,Croydon,1590,71.82,0.119,185.0,4.0,475888.0,London,-0.196,1.424,-0.413,-0.033,-0.19,-0.225,0.1657171581769437
39.0,12.0,E01000995,Croydon,1715,75.86,0.117,199.0,13.0,283379.0,London,0.088,1.64,-0.802,0.015,0.362,-0.252,0.2129434792348342
1.0,0.0,E01000996,Croydon,1324,74.09,0.125,93.0,4.0,443522.0,London,-0.402,1.545,-0.478,-0.35,-0.19,-0.143,0.0678328862507847
7.0,4.0,E01000997,Croydon,1498,75.43,0.158,162.0,4.0,387953.0,London,-0.325,1.617,-0.591,-0.112,-0.19,0.308,0.1190119760479041
22.0,12.0,E01000998,Croydon,1491,74.71,0.175,210.0,12.0,357355.0,London,-0.132,1.578,-0.653,0.053,0.3,0.54,0.2263191460794844
3.0,1.0,E01000999,Croydon,1322,76.93,0.128,63.0,0.0,436860.0,London,-0.376,1.697,-0.492,-0.453,-0.435,-0.102,0.0606426395355521
55.0,37.0,E01001000,Croydon,1337,71.8,0.135,173.0,4.0,337968.0,London,0.294,1.423,-0.692,-0.075,-0.19,-0.006,0.1239689471130519
8.0,5.0,E01001001,Croydon,1412,71.1,0.248,145.0,5.0,351110.0,London,-0.312,1.385,-0.665,-0.171,-0.128,1.537,0.1781653279030707
1.0,0.0,E01001002,Croydon,1474,79.24,0.133,112.0,4.0,386585.0,London,-0.402,1.82,-0.594,-0.285,-0.19,-0.034,0.0592676271960689
11.0,7.0,E01001003,Croydon,1587,70.51,0.174,82.0,2.0,357790.0,London,-0.273,1.354,-0.652,-0.388,-0.312,0.526,0.5105818206475133
31.0,24.0,E01001004,Croydon,2175,74.16,0.202,269.0,11.0,312546.0,London,-0.016,1.549,-0.743,0.256,0.239,0.909,0.1668628358036343
8.0,5.0,E01001005,Croydon,1731,78.86,0.129,162.0,9.0,368821.0,London,-0.312,1.8,-0.63,-0.112,0.117,-0.088,0.1102837493274696
111.0,63.0,E01001006,Croydon,1794,70.9,0.185,292.0,10.0,318355.0,London,1.016,1.374,-0.732,0.335,0.178,0.676,0.1485131545064876
0.0,0.0,E01001007,Croydon,1987,80.32,0.144,117.0,4.0,394126.0,London,-0.415,1.878,-0.578,-0.267,-0.19,0.117,0.0832060430168532
12.0,9.0,E01001008,Croydon,1669,70.28,0.191,209.0,16.0,365982.0,London,-0.26,1.341,-0.635,0.049,0.545,0.758,0.1515522421275175
24.0,11.0,E01001009,Croydon,2050,75.41,0.153,168.0,6.0,328932.0,London,-0.106,1.616,-0.71,-0.092,-0.067,0.24,0.5883511331075801
61.0,31.0,E01001010,Croydon,1700,63.65,0.249,394.0,16.0,398400.0,London,0.371,0.987,-0.57,0.687,0.545,1.55,0.7038672904995694
170.0,111.0,E01001011,Croydon,2308,76.86,0.185,376.0,18.0,351001.0,London,1.776,1.693,-0.666,0.625,0.668,0.676,0.1906045849840111
36.0,28.0,E01001012,Croydon,2099,72.32,0.206,364.0,24.0,307041.0,London,0.049,1.45,-0.754,0.583,1.036,0.963,0.3101958084051833
1128.0,795.0,E01001013,Croydon,2195,72.85,0.28,1034.0,125.0,293070.0,London,14.125,1.479,-0.783,2.891,7.223,1.974,0.3932637744828848
3.0,0.0,E01001015,Croydon,1494,34.14,0.173,137.0,6.0,446567.0,London,-0.376,-0.591,-0.472,-0.199,-0.067,0.513,0.2284912461984664
11.0,6.0,E01001016,Croydon,1760,34.94,0.068,124.0,2.0,545344.0,London,-0.273,-0.548,-0.272,-0.243,-0.312,-0.921,0.2075593368742888
7.0,5.0,E01001171,Croydon,1759,56.45,0.152,104.0,4.0,421198.0,London,-0.325,0.602,-0.524,-0.312,-0.19,0.226,0.2597722544618416
42.0,26.0,E01000916,Camden,1854,45.25,0.135,552.0,9.0,989300.0,London,0.126,0.003,0.626,1.231,0.117,-0.006,0.4579154863179049
2.0,2.0,E01001017,Croydon,1647,18.82,0.036,53.0,5.0,622119.0,London,-0.389,-1.41,-0.117,-0.488,-0.128,-1.358,0.215717572944131
5.0,3.0,E01001018,Croydon,1647,14.21,0.037,65.0,2.0,539181.0,London,-0.351,-1.656,-0.285,-0.446,-0.312,-1.344,0.0845449103046158
4.0,0.0,E01001019,Croydon,1461,20.53,0.042,56.0,0.0,683511.0,London,-0.364,-1.318,0.007,-0.477,-0.435,-1.276,0.1236575094680911
3.0,3.0,E01001020,Croydon,1648,18.93,0.054,101.0,2.0,493023.0,London,-0.376,-1.404,-0.378,-0.322,-0.312,-1.112,0.1167493859654492
2.0,1.0,E01001021,Croydon,1355,32.77,0.238,145.0,5.0,440385.0,London,-0.389,-0.664,-0.485,-0.171,-0.128,1.4,0.1308860063830992
3.0,3.0,E01001022,Croydon,1478,17.32,0.052,59.0,2.0,521892.0,London,-0.376,-1.49,-0.32,-0.467,-0.312,-1.14,0.0988498407736919
147.0,81.0,E01001023,Croydon,2597,45.24,0.142,277.0,7.0,383375.0,London,1.48,0.003,-0.6,0.284,-0.006,0.089,0.3143514411622566
0.0,0.0,E01001024,Croydon,1343,28.07,0.061,56.0,0.0,489722.0,London,-0.415,-0.915,-0.385,-0.477,-0.435,-1.017,0.150873999318685
94.0,59.0,E01001025,Croydon,1350,24.37,0.037,72.0,3.0,595576.0,London,0.797,-1.113,-0.171,-0.422,-0.251,-1.344,0.1252677764872886
5.0,3.0,E01001026,Croydon,1882,23.65,0.108,75.0,1.0,478438.0,London,-0.351,-1.152,-0.408,-0.412,-0.373,-0.375,0.1047404051913608
4.0,1.0,E01001027,Croydon,2910,41.13,0.059,135.0,6.0,702381.0,London,-0.364,-0.217,0.045,-0.205,-0.067,-1.044,0.2214847164365059
13.0,5.0,E01001028,Croydon,1657,49.67,0.034,94.0,0.0,867455.0,London,-0.248,0.24,0.379,-0.347,-0.435,-1.385,0.2490161927479711
3.0,1.0,E01001029,Croydon,1720,45.41,0.076,89.0,0.0,618574.0,London,-0.376,0.012,-0.124,-0.364,-0.435,-0.812,0.2573128192947816
10.0,3.0,E01000917,Camden,1655,55.77,0.278,167.0,2.0,445136.0,London,-0.286,0.566,-0.475,-0.095,-0.312,1.946,0.1658003577017661
6.0,5.0,E01001030,Croydon,1454,47.25,0.04,53.0,3.0,744453.0,London,-0.338,0.11,0.13,-0.488,-0.251,-1.303,0.1635423372387451
5.0,5.0,E01001071,Croydon,1896,25.84,0.073,108.0,2.0,455985.0,London,-0.351,-1.034,-0.453,-0.298,-0.312,-0.853,0.2026971504307488
162.0,131.0,E01000918,Camden,1795,44.85,0.131,1476.0,22.0,1506817.0,London,1.673,-0.018,1.673,4.413,0.913,-0.061,0.4948190565582291
9.0,6.0,E01001172,Croydon,2204,58.94,0.289,504.0,21.0,422778.0,London,-0.299,0.735,-0.52,1.066,0.852,2.097,0.1295361145231487
20.0,13.0,E01000866,Camden,1952,33.15,0.151,231.0,4.0,850159.0,London,-0.157,-0.644,0.344,0.125,-0.19,0.212,0.2500765143892869
5.0,3.0,E01001031,Croydon,1454,34.18,0.032,72.0,0.0,635013.0,London,-0.351,-0.589,-0.091,-0.422,-0.435,-1.413,0.2059699977386967
35.0,25.0,E01000820,Bromley,1609,27.35,0.138,157.0,11.0,795270.0,London,0.036,-0.954,0.233,-0.13,0.239,0.035,0.4220494781171914
3.0,2.0,E01001072,Croydon,1483,23.74,0.04,49.0,1.0,1072401.0,London,-0.376,-1.147,0.794,-0.502,-0.373,-1.303,0.2573640680206884
642.0,437.0,E01000919,Camden,1443,43.66,0.116,2300.0,105.0,1491581.0,London,7.861,-0.082,1.642,7.251,5.997,-0.266,0.472824528372208
16.0,11.0,E01001173,Croydon,2744,54.74,0.13,217.0,9.0,316837.0,London,-0.209,0.511,-0.735,0.077,0.117,-0.075,0.2123899505742495
22.0,12.0,E01000867,Camden,1738,48.45,0.22,251.0,8.0,523820.0,London,-0.132,0.174,-0.316,0.194,0.055,1.154,0.4215674536373254
3.0,0.0,E01001032,Croydon,1556,32.33,0.021,57.0,1.0,773190.0,London,-0.376,-0.688,0.188,-0.474,-0.373,-1.563,0.3310014020797516
8.0,1.0,E01000822,Bromley,1630,30.18,0.102,73.0,1.0,434635.0,London,-0.312,-0.802,-0.496,-0.419,-0.373,-0.457,0.2588567800625292
12.0,7.0,E01001073,Croydon,1438,40.68,0.08,90.0,0.0,438314.0,London,-0.26,-0.241,-0.489,-0.36,-0.435,-0.757,0.1916045006211591
17.0,10.0,E01000920,Camden,1622,38.66,0.113,343.0,12.0,1328435.0,London,-0.196,-0.349,1.312,0.511,0.3,-0.307,0.2962983875004394
9.0,6.0,E01001174,Croydon,1689,82.53,0.153,121.0,2.0,422524.0,London,-0.299,1.996,-0.521,-0.254,-0.312,0.24,0.1257433940244604
14.0,7.0,E01000868,Camden,1745,59.08,0.249,100.0,6.0,979866.0,London,-0.235,0.743,0.607,-0.326,-0.067,1.55,0.2716787812586505
11.0,5.0,E01001033,Croydon,1671,42.85,0.067,173.0,5.0,494689.0,London,-0.273,-0.125,-0.375,-0.075,-0.128,-0.935,0.2445458591818816
6.0,5.0,E01000823,Bromley,1693,19.67,0.062,110.0,5.0,549227.0,London,-0.338,-1.364,-0.265,-0.291,-0.128,-1.003,0.3339269691199965
8.0,4.0,E01001074,Croydon,1945,41.54,0.114,224.0,2.0,484283.0,London,-0.312,-0.195,-0.396,0.101,-0.312,-0.293,0.319096433367139
8.0,6.0,E01001075,Croydon,1626,30.2,0.064,74.0,0.0,399994.0,London,-0.312,-0.801,-0.566,-0.415,-0.435,-0.976,0.2526338785200818
133.0,33.0,E01001076,Croydon,1669,38.77,0.223,281.0,9.0,362866.0,London,1.299,-0.343,-0.642,0.297,0.117,1.195,0.1291549001725142
6.0,2.0,E01001077,Croydon,1330,29.85,0.098,72.0,5.0,404272.0,London,-0.338,-0.82,-0.558,-0.422,-0.128,-0.511,0.0693027804946206
67.0,41.0,E01001078,Croydon,1450,35.93,0.237,158.0,5.0,385656.0,London,0.449,-0.495,-0.595,-0.126,-0.128,1.387,0.1428939874841363
36.0,14.0,E01001079,Croydon,1614,37.36,0.229,175.0,4.0,366805.0,London,0.049,-0.419,-0.634,-0.068,-0.19,1.277,0.0817050502016469
16.0,7.0,E01001080,Croydon,1481,37.74,0.294,219.0,9.0,680011.4373197248,London,-0.209,-0.398,-0.0,0.084,0.117,2.165,0.097588877155931
34.0,7.0,E01001081,Croydon,1471,32.22,0.215,154.0,4.0,403867.0,London,0.023,-0.693,-0.559,-0.14,-0.19,1.086,0.1123140976691756
6.0,4.0,E01001082,Croydon,1550,35.87,0.202,163.0,6.0,680011.4373197248,London,-0.338,-0.498,-0.0,-0.109,-0.067,0.909,0.0889495225102319
4.0,3.0,E01001083,Croydon,1617,60.79,0.089,87.0,4.0,685806.0,London,-0.364,0.834,0.012,-0.371,-0.19,-0.634,0.0678096727353959
8.0,7.0,E01001084,Croydon,1932,53.67,0.066,138.0,5.0,746057.0,London,-0.312,0.453,0.134,-0.195,-0.128,-0.948,0.2217684247157992
151.0,77.0,E01001085,Croydon,1707,62.86,0.119,228.0,5.0,543114.0,London,1.531,0.945,-0.277,0.115,-0.128,-0.225,0.2439193766937669
0.0,0.0,E01001086,Croydon,1735,61.5,0.082,112.0,5.0,546086.0,London,-0.415,0.872,-0.271,-0.285,-0.128,-0.73,0.0848476208857098
42.0,29.0,E01001087,Croydon,2826,62.0,0.114,416.0,14.0,405263.0,London,0.126,0.899,-0.556,0.762,0.423,-0.293,0.4422599428607238
27.0,21.0,E01001088,Croydon,1679,68.14,0.119,89.0,4.0,491733.0,London,-0.067,1.227,-0.381,-0.364,-0.19,-0.225,0.1252144746178159
15.0,7.0,E01001089,Croydon,1783,65.0,0.167,182.0,2.0,425415.0,London,-0.222,1.059,-0.515,-0.044,-0.312,0.431,0.336397002986888
15.0,11.0,E01001090,Croydon,2278,61.76,0.135,194.0,4.0,408310.0,London,-0.222,0.886,-0.55,-0.002,-0.19,-0.006,0.2342429752809566
13.0,9.0,E01001091,Croydon,1574,66.84,0.088,137.0,19.0,617989.0,London,-0.248,1.157,-0.125,-0.199,0.729,-0.648,0.2781839777755289
10.0,5.0,E01001092,Croydon,1934,44.42,0.083,155.0,8.0,536845.0,London,-0.286,-0.041,-0.29,-0.137,0.055,-0.716,0.248251895765279
13.0,6.0,E01001093,Croydon,1794,47.49,0.083,113.0,1.0,474585.0,London,-0.248,0.123,-0.416,-0.281,-0.373,-0.716,0.229878102820473
22.0,19.0,E01001094,Croydon,1646,48.54,0.04,123.0,0.0,1330221.0,London,-0.132,0.179,1.315,-0.247,-0.435,-1.303,0.3682112124423513
26.0,12.0,E01001095,Croydon,1532,47.65,0.118,169.0,10.0,369367.0,London,-0.08,0.132,-0.628,-0.088,0.178,-0.238,0.6946370320687253
10.0,6.0,E01001096,Croydon,1478,38.9,0.039,37.0,0.0,711878.0,London,-0.286,-0.336,0.064,-0.543,-0.435,-1.317,0.1600494478500588
39.0,21.0,E01001097,Croydon,2390,44.9,0.145,684.0,24.0,367124.0,London,0.088,-0.016,-0.633,1.686,1.036,0.13,0.5552113741475863
0.0,0.0,E01001098,Croydon,1472,29.42,0.039,59.0,2.0,673970.0,London,-0.415,-0.843,-0.012,-0.467,-0.312,-1.317,0.2909258948376674
73.0,46.0,E01001099,Croydon,1578,34.66,0.138,110.0,1.0,421684.0,London,0.526,-0.563,-0.523,-0.291,-0.373,0.035,0.2857574127018905
1.0,0.0,E01001100,Croydon,1511,38.25,0.052,65.0,4.0,434920.0,London,-0.402,-0.371,-0.496,-0.446,-0.19,-1.14,0.2285584919837459
1.0,0.0,E01001101,Croydon,1434,22.52,0.026,49.0,0.0,691404.0,London,-0.402,-1.212,0.023,-0.502,-0.435,-1.495,0.1487858874793548
14.0,8.0,E01001102,Croydon,1517,24.39,0.053,87.0,1.0,621416.0,London,-0.235,-1.112,-0.119,-0.371,-0.373,-1.126,0.3438625299106218
0.0,0.0,E01001103,Croydon,1634,26.01,0.053,53.0,2.0,630740.0,London,-0.415,-1.025,-0.1,-0.488,-0.312,-1.126,0.1317348831695603
0.0,0.0,E01001104,Croydon,1672,30.32,0.033,91.0,3.0,558076.0,London,-0.415,-0.795,-0.247,-0.357,-0.251,-1.399,0.1730320638308274
