StopCount,StopCountDrugs,LSOA21CD,Borough,PopulationLSOA,EthnicMinority,IncomeDomainScore,CrimeSum,DrugCrimeSum,MeanHousePrice,PoliceDept
7.0,4.0,E01000446,Bexley,1510,9.8,0.037,69.0,2.0,444816.0,London
32.0,23.0,E01000447,Bexley,1957,17.22,0.071,249.0,5.0,417920.0,London
5.0,2.0,E01000448,Bexley,1350,12.74,0.026,39.0,1.0,685828.0,London
7.0,3.0,E01000449,Bexley,1562,11.72,0.028,71.0,2.0,612264.0,London
13.0,10.0,E01000450,Bexley,1804,29.55,0.123,96.0,6.0,478190.0,London
6.0,4.0,E01000451,Bexley,1750,28.17,0.043,56.0,2.0,467892.0,London
6.0,0.0,E01000452,Bexley,1420,31.41,0.056,37.0,3.0,472986.0,London
14.0,2.0,E01000453,Bexley,1480,29.26,0.052,68.0,2.0,445479.0,London
2.0,1.0,E01000454,Bexley,1631,32.31,0.116,166.0,5.0,405637.0,London
1.0,1.0,E01000455,Bexley,1793,31.57,0.049,70.0,2.0,451412.0,London
2.0,1.0,E01000456,Bexley,1422,27.85,0.039,29.0,,480960.0,London
56.0,22.0,E01000457,Bexley,2176,18.06,0.081,415.0,16.0,326623.0,London
2.0,2.0,E01000458,Bexley,1546,15.59,0.046,53.0,,512613.0,London
21.0,8.0,E01000459,Bexley,1870,18.07,0.121,99.0,3.0,428564.0,London
12.0,11.0,E01000460,Bexley,1258,14.31,0.034,80.0,7.0,629694.0,London
7.0,2.0,E01000461,Bexley,1636,17.85,0.037,42.0,1.0,624736.0,London
71.0,46.0,E01000462,Bexley,2054,17.96,0.101,253.0,18.0,353528.0,London
1.0,1.0,E01000463,Bexley,1251,16.15,0.035,35.0,1.0,556754.0,London
16.0,12.0,E01000464,Bexley,1520,57.11,0.215,167.0,4.0,280292.0,London
4.0,4.0,E01000465,Bexley,1689,51.57,0.225,117.0,9.0,,London
42.0,28.0,E01000466,Bexley,1717,67.56,0.183,337.0,18.0,,London
7.0,7.0,E01000467,Bexley,1678,60.85,0.157,133.0,2.0,307118.0,London
6.0,4.0,E01000468,Bexley,2936,70.06,0.158,220.0,,327737.0,London
5.0,3.0,E01000469,Bexley,1736,62.73,0.143,153.0,7.0,274392.0,London
78.0,54.0,E01000470,Bexley,1307,55.16,0.241,172.0,12.0,396061.0,London
42.0,26.0,E01032566,Bexley,1885,34.38,0.167,148.0,4.0,359106.0,London
4.0,3.0,E01033789,Bexley,1769,67.04,,,,,London
25.0,11.0,E01033790,Bexley,1340,34.78,,4.0,,,London
33.0,20.0,E01033791,Bexley,1379,25.89,,7.0,,,London
6.0,6.0,E01033792,Bexley,1384,19.22,,12.0,1.0,,London
2.0,1.0,E01000632,Brent,2478,94.23,0.096,251.0,6.0,556790.0,London
23.0,7.0,E01000716,Bromley,1653,20.81,0.066,69.0,,657159.0,London
15.0,14.0,E01000767,Bromley,1634,10.83,0.023,53.0,6.0,661001.0,London
14.0,6.0,E01000665,Bromley,1860,18.71,0.066,117.0,6.0,593223.0,London
9.0,8.0,E01000666,Bromley,1893,10.25,0.03,137.0,9.0,786971.0,London
7.0,2.0,E01000667,Bromley,1663,12.63,0.029,102.0,,2015870.0,London
22.0,11.0,E01000668,Bromley,2224,23.38,0.08,238.0,5.0,404129.0,London
53.0,41.0,E01000669,Bromley,1740,18.22,0.062,112.0,3.0,526561.0,London
13.0,8.0,E01000670,Bromley,1941,34.52,0.038,139.0,3.0,784548.0,London
19.0,10.0,E01000671,Bromley,2271,31.35,0.068,167.0,10.0,494740.0,London
4.0,3.0,E01000672,Bromley,1675,27.7,0.048,111.0,2.0,541125.0,London
4.0,2.0,E01000673,Bromley,1677,21.53,0.052,105.0,3.0,591145.0,London
26.0,13.0,E01000674,Bromley,1716,26.52,0.106,121.0,3.0,447951.0,London
370.0,238.0,E01000676,Bromley,2036,33.99,0.142,1118.0,104.0,403877.0,London
280.0,215.0,E01000677,Bromley,1905,23.94,0.055,815.0,118.0,480554.0,London
26.0,19.0,E01000678,Bromley,1851,23.34,0.056,133.0,8.0,545408.0,London
6.0,6.0,E01000679,Bromley,1792,22.15,0.049,119.0,5.0,534220.0,London
19.0,15.0,E01000680,Bromley,1644,13.02,0.039,130.0,1.0,617671.0,London
5.0,5.0,E01000681,Bromley,1752,19.29,0.014,12.0,,569988.0,London
21.0,16.0,E01000682,Bromley,1603,24.52,0.029,97.0,5.0,542186.0,London
1.0,1.0,E01000683,Bromley,1706,28.6,0.077,77.0,3.0,456069.0,London
3.0,3.0,E01000684,Bromley,2093,33.3,0.022,30.0,,626983.0,London
2.0,1.0,E01000685,Bromley,1625,22.15,0.096,66.0,2.0,513731.0,London
10.0,3.0,E01000686,Bromley,1491,20.19,0.07,45.0,2.0,574281.0,London
26.0,20.0,E01000577,Brent,2590,73.55,0.224,203.0,8.0,350884.0,London
3.0,1.0,E01000687,Bromley,1568,12.95,0.064,92.0,1.0,531893.0,London
,,E01000688,Bromley,1385,18.63,0.028,29.0,1.0,899453.0,London
11.0,4.0,E01000689,Bromley,1633,26.94,0.144,122.0,3.0,593499.0,London
,,E01000471,Brent,1719,76.73,0.097,74.0,3.0,483010.0,London
55.0,43.0,E01000578,Brent,2321,63.89,0.183,217.0,7.0,530598.0,London
11.0,8.0,E01000690,Bromley,1388,18.73,0.042,127.0,3.0,678515.0,London
222.0,168.0,E01000524,Brent,2422,67.34,0.274,1023.0,71.0,479160.0,London
6.0,5.0,E01000768,Bromley,1505,11.03,0.048,79.0,5.0,617568.0,London
13.0,6.0,E01000717,Bromley,1707,23.32,0.06,53.0,,405750.0,London
54.0,35.0,E01000633,Brent,2617,92.2,0.125,238.0,12.0,543981.0,London
25.0,16.0,E01000472,Brent,2404,71.09,0.143,252.0,10.0,336380.0,London
1.0,1.0,E01000579,Brent,1586,41.87,0.17,76.0,,1023948.0,London
3.0,3.0,E01000691,Bromley,1536,18.1,0.114,83.0,,494552.0,London
37.0,27.0,E01000525,Brent,1854,62.94,0.216,255.0,26.0,551484.0,London
3.0,1.0,E01000769,Bromley,1389,26.06,0.098,304.0,4.0,655454.0,London
9.0,6.0,E01000718,Bromley,2055,38.44,0.175,217.0,4.0,412031.0,London
108.0,58.0,E01000634,Brent,2649,84.75,0.128,183.0,5.0,388329.0,London
37.0,18.0,E01000473,Brent,2708,90.92,0.145,243.0,8.0,453611.0,London
30.0,15.0,E01000580,Brent,2088,30.94,0.136,384.0,7.0,1411958.0,London
8.0,0.0,E01000692,Bromley,1670,11.14,0.051,178.0,1.0,619053.0,London
100.0,74.0,E01000526,Brent,2192,77.05,0.299,342.0,51.0,333000.0,London
6.0,5.0,E01000770,Bromley,1517,15.89,0.036,104.0,1.0,655405.0,London
17.0,9.0,E01000771,Bromley,1665,19.1,0.02,93.0,2.0,767476.0,London
11.0,8.0,E01000772,Bromley,1581,17.71,0.045,72.0,1.0,596257.0,London
25.0,22.0,E01000773,Bromley,1586,14.88,0.038,67.0,,739504.0,London
16.0,8.0,E01000774,Bromley,1509,22.2,0.057,134.0,4.0,541921.0,London
7.0,0.0,E01000775,Bromley,2284,23.38,0.045,208.0,5.0,801576.0,London
10.0,7.0,E01000777,Bromley,1629,20.93,0.038,49.0,2.0,662904.0,London
2.0,2.0,E01000778,Bromley,1624,24.75,0.069,132.0,2.0,481049.0,London
32.0,22.0,E01000779,Bromley,1400,28.29,0.086,153.0,13.0,504891.0,London
27.0,18.0,E01000780,Bromley,1617,31.42,0.157,187.0,4.0,421032.0,London
11.0,5.0,E01000781,Bromley,1572,27.1,0.252,85.0,1.0,372048.0,London
43.0,30.0,E01000782,Bromley,1549,33.38,0.292,243.0,9.0,350134.0,London
18.0,11.0,E01000783,Bromley,1625,27.38,0.208,161.0,7.0,424441.0,London
19.0,16.0,E01000784,Bromley,1558,19.64,0.068,75.0,1.0,544874.0,London
8.0,2.0,E01000785,Bromley,1575,24.51,0.229,215.0,5.0,410675.0,London
12.0,9.0,E01000786,Bromley,1461,18.41,0.043,110.0,2.0,593488.0,London
29.0,24.0,E01000787,Bromley,1483,20.23,0.133,100.0,1.0,389047.0,London
21.0,8.0,E01000788,Bromley,1619,24.95,0.128,188.0,12.0,534421.0,London
24.0,14.0,E01000789,Bromley,1876,34.65,0.287,192.0,4.0,263547.0,London
38.0,20.0,E01000790,Bromley,2296,34.76,0.079,699.0,12.0,475477.0,London
16.0,6.0,E01000791,Bromley,1511,23.49,0.053,67.0,2.0,541786.0,London
12.0,7.0,E01000792,Bromley,1511,30.64,0.137,144.0,3.0,479567.0,London
,,E01000793,Bromley,1561,19.6,0.025,29.0,2.0,668629.0,London
20.0,8.0,E01000794,Bromley,1542,16.02,0.03,25.0,1.0,696502.0,London
10.0,4.0,E01000795,Bromley,1384,21.03,0.107,70.0,2.0,558487.0,London
8.0,7.0,E01000796,Bromley,1537,56.67,0.239,180.0,3.0,337661.0,London
23.0,7.0,E01000797,Bromley,1660,19.28,0.055,222.0,3.0,813819.0,London
10.0,6.0,E01000798,Bromley,1527,43.42,0.281,285.0,12.0,445026.0,London
11.0,5.0,E01000799,Bromley,1804,38.97,0.116,428.0,5.0,520541.0,London
32.0,25.0,E01000800,Bromley,1665,40.18,0.182,250.0,7.0,389234.0,London
38.0,28.0,E01000801,Bromley,1514,35.14,0.115,171.0,1.0,430052.0,London
20.0,9.0,E01000802,Bromley,1845,32.3,0.134,189.0,5.0,605887.0,London
15.0,15.0,E01000803,Bromley,1608,28.54,0.116,143.0,5.0,544608.0,London
4.0,2.0,E01000804,Bromley,1470,29.46,0.05,118.0,2.0,725823.0,London
15.0,10.0,E01000805,Bromley,1697,29.99,0.133,136.0,1.0,603174.0,London
20.0,14.0,E01000806,Bromley,1717,46.19,0.19,160.0,4.0,378660.0,London
39.0,28.0,E01000807,Bromley,1662,15.7,0.039,142.0,4.0,897714.0,London
2.0,2.0,E01000808,Bromley,1561,20.44,0.051,47.0,,687323.0,London
21.0,14.0,E01000809,Bromley,1541,11.88,0.027,44.0,4.0,605785.0,London
7.0,5.0,E01000810,Bromley,1542,18.87,0.016,56.0,2.0,905320.0,London
,,E01000811,Bromley,1367,18.14,0.031,48.0,2.0,581130.0,London
23.0,19.0,E01000812,Bromley,1632,24.08,0.08,105.0,4.0,562010.0,London
4.0,4.0,E01000813,Bromley,1565,18.53,0.029,155.0,2.0,671567.0,London
3.0,2.0,E01000814,Bromley,1521,24.98,0.018,44.0,2.0,975386.0,London
1.0,1.0,E01000815,Bromley,1509,13.06,0.012,36.0,2.0,1063945.0,London
8.0,7.0,E01000816,Bromley,1526,37.42,0.084,67.0,2.0,493866.0,London
4.0,4.0,E01000818,Bromley,1684,27.55,0.066,51.0,1.0,575840.0,London
42.0,26.0,E01000527,Brent,1874,70.12,0.185,218.0,19.0,482251.0,London
196.0,137.0,E01000528,Brent,1730,73.41,0.293,176.0,13.0,288327.0,London
7.0,4.0,E01000530,Brent,1818,41.91,0.097,96.0,3.0,1162192.0,London
5.0,4.0,E01000531,Brent,1799,51.86,0.18,179.0,6.0,871896.0,London
5.0,1.0,E01000532,Brent,1508,42.64,0.119,266.0,12.0,898513.0,London
99.0,77.0,E01000533,Brent,2172,62.98,0.231,415.0,26.0,801254.0,London
,,E01000534,Brent,1748,44.34,0.12,109.0,,1045672.0,London
77.0,46.0,E01000535,Brent,2049,52.22,0.152,238.0,18.0,630607.0,London
9.0,5.0,E01000536,Brent,1559,73.77,0.08,294.0,4.0,681273.0,London
1.0,1.0,E01000538,Brent,1623,68.02,0.067,85.0,1.0,915435.0,London
6.0,3.0,E01000539,Brent,1584,68.94,0.058,71.0,1.0,432155.0,London
1.0,0.0,E01000540,Brent,1456,70.4,0.07,66.0,2.0,748874.0,London
109.0,107.0,E01000541,Brent,1412,61.69,0.103,160.0,1.0,438926.0,London
14.0,8.0,E01000543,Brent,1627,72.1,0.13,106.0,3.0,471500.0,London
28.0,24.0,E01000693,Bromley,1514,14.6,0.044,177.0,4.0,744284.0,London
25.0,9.0,E01000544,Brent,1766,65.23,0.248,135.0,4.0,589884.0,London
16.0,15.0,E01000581,Brent,1508,34.81,0.106,134.0,2.0,1586434.0,London
2.0,1.0,E01000694,Bromley,2299,21.71,0.057,87.0,,847418.0,London
30.0,17.0,E01000636,Brent,2598,83.18,0.097,261.0,14.0,482410.0,London
14.0,11.0,E01000545,Brent,1921,50.91,0.169,452.0,16.0,595468.0,London
121.0,97.0,E01000719,Bromley,2117,28.96,0.171,534.0,26.0,323658.0,London
2.0,2.0,E01000582,Brent,1848,27.65,0.087,119.0,4.0,1929210.0,London
11.0,5.0,E01000474,Brent,2272,92.39,0.121,92.0,2.0,509417.0,London
20.0,12.0,E01000695,Bromley,1517,11.87,0.044,54.0,,1091049.0,London
6.0,2.0,E01000637,Brent,1511,50.5,0.152,68.0,3.0,506247.0,London
22.0,11.0,E01000546,Brent,1643,40.35,0.145,165.0,2.0,859381.0,London
25.0,22.0,E01000547,Brent,1652,42.68,0.144,198.0,12.0,974390.0,London
49.0,36.0,E01000548,Brent,1988,46.43,0.203,598.0,11.0,546285.0,London
,,E01000549,Brent,1815,34.99,0.11,96.0,2.0,909904.0,London
47.0,15.0,E01000550,Brent,2017,58.55,0.239,439.0,11.0,619150.0,London
33.0,25.0,E01000551,Brent,2890,72.18,0.322,181.0,8.0,717647.0,London
17.0,0.0,E01000552,Brent,1514,77.08,0.313,122.0,5.0,552310.0,London
13.0,10.0,E01000553,Brent,2041,55.02,0.158,331.0,15.0,645958.0,London
54.0,32.0,E01000554,Brent,1969,52.56,0.145,149.0,7.0,539081.0,London
2.0,2.0,E01000555,Brent,1586,50.06,0.097,215.0,1.0,1168201.0,London
15.0,11.0,E01000556,Brent,2090,53.3,0.165,403.0,16.0,398727.0,London
14.0,9.0,E01000557,Brent,1863,58.08,0.14,138.0,,546158.0,London
9.0,5.0,E01000558,Brent,1393,41.56,0.149,269.0,10.0,1160256.0,London
6.0,2.0,E01000559,Brent,1381,43.16,0.145,208.0,3.0,777426.0,London
1.0,1.0,E01000560,Brent,1559,32.71,0.102,127.0,2.0,1336034.0,London
12.0,10.0,E01000561,Brent,1937,57.41,0.154,211.0,12.0,534394.0,London
,,E01000562,Brent,1506,74.97,0.091,36.0,1.0,846655.0,London
7.0,4.0,E01000563,Brent,1590,81.32,0.061,77.0,2.0,765404.0,London
8.0,4.0,E01000564,Brent,1623,70.61,0.111,141.0,4.0,492436.0,London
30.0,23.0,E01000565,Brent,1542,78.47,0.182,57.0,2.0,648708.0,London
4.0,1.0,E01000566,Brent,1550,70.45,0.084,41.0,,610830.0,London
1.0,1.0,E01000567,Brent,1402,62.05,0.124,53.0,1.0,634275.0,London
35.0,18.0,E01000568,Brent,2220,71.44,0.034,529.0,5.0,,London
5.0,3.0,E01000569,Brent,1459,72.58,0.078,65.0,2.0,653250.0,London
7.0,5.0,E01000570,Brent,1545,75.6,0.121,95.0,3.0,469226.0,London
29.0,18.0,E01000571,Brent,1760,70.74,0.128,168.0,13.0,648188.0,London
3.0,2.0,E01000572,Brent,1495,67.83,0.093,52.0,2.0,629223.0,London
9.0,2.0,E01000573,Brent,1670,60.42,0.098,105.0,3.0,583077.0,London
9.0,9.0,E01000574,Brent,1657,56.79,0.066,67.0,,519982.0,London
9.0,0.0,E01000575,Brent,2152,55.02,0.081,128.0,2.0,487634.0,London
2.0,1.0,E01000576,Brent,1879,69.45,0.099,155.0,6.0,364612.0,London
41.0,30.0,E01000638,Brent,2142,60.36,0.167,234.0,9.0,400000.0,London
3.0,1.0,E01000639,Brent,1715,45.95,0.129,145.0,5.0,629212.0,London
17.0,12.0,E01000640,Brent,2217,69.06,0.173,466.0,11.0,514264.0,London
43.0,35.0,E01000641,Brent,1947,62.15,0.196,181.0,14.0,438048.0,London
91.0,58.0,E01000642,Brent,2214,51.58,0.177,475.0,12.0,614660.0,London
37.0,23.0,E01000643,Brent,2240,66.47,0.317,342.0,12.0,532677.0,London
2.0,1.0,E01000644,Brent,1908,55.19,0.171,214.0,5.0,655818.0,London
22.0,18.0,E01033455,Brent,1148,61.32,0.238,173.0,10.0,,London
44.0,27.0,E01033456,Brent,2627,85.27,0.336,319.0,15.0,,London
30.0,16.0,E01033457,Brent,1983,68.13,0.088,439.0,18.0,549000.0,London
2.0,1.0,E01033463,Brent,3158,64.47,0.098,184.0,2.0,622578.0,London
129.0,100.0,E01033485,Brent,1642,64.68,0.182,609.0,66.0,530366.0,London
7.0,7.0,E01033929,Brent,1345,66.39,,8.0,2.0,,London
6.0,2.0,E01033930,Brent,1845,69.21,,4.0,,,London
161.0,104.0,E01033931,Brent,1361,66.42,,19.0,1.0,,London
108.0,88.0,E01033932,Brent,1656,77.78,,9.0,2.0,,London
2.0,1.0,E01033933,Brent,1480,82.43,,5.0,,,London
8.0,0.0,E01033934,Brent,1640,75.55,,10.0,,,London
146.0,76.0,E01033935,Brent,2006,81.85,,10.0,1.0,,London
91.0,66.0,E01033936,Brent,1639,79.13,,10.0,1.0,,London
38.0,25.0,E01033937,Brent,1167,77.89,,4.0,,,London
49.0,37.0,E01033938,Brent,1233,78.59,,13.0,,,London
3.0,3.0,E01033939,Brent,1929,67.29,,5.0,,,London
1.0,1.0,E01033940,Brent,2350,56.21,,12.0,,,London
14.0,7.0,E01033941,Brent,1569,70.87,,1.0,,,London
85.0,41.0,E01033942,Brent,1607,53.39,,33.0,1.0,,London
6.0,5.0,E01000645,Bromley,1451,24.6,0.011,62.0,,1211849.0,London
2.0,1.0,E01000646,Bromley,1828,25.55,0.068,99.0,2.0,544411.0,London
3.0,0.0,E01000647,Bromley,1702,19.15,0.054,78.0,,551860.0,London
26.0,15.0,E01000648,Bromley,1889,23.88,0.052,87.0,4.0,634258.0,London
26.0,21.0,E01000649,Bromley,2069,29.87,0.068,93.0,3.0,996659.0,London
23.0,11.0,E01000650,Bromley,1808,24.56,0.073,82.0,7.0,1014838.0,London
6.0,3.0,E01000651,Bromley,1680,18.33,0.069,64.0,,654961.0,London
3.0,2.0,E01000652,Bromley,1711,19.99,0.037,79.0,6.0,694086.0,London
6.0,4.0,E01000653,Bromley,1538,22.76,0.048,59.0,2.0,905502.0,London
10.0,6.0,E01000654,Bromley,1298,7.09,0.049,50.0,,397924.0,London
,,E01000655,Bromley,1330,6.54,0.047,61.0,,400534.0,London
8.0,6.0,E01000656,Bromley,1506,8.03,0.046,71.0,1.0,506667.0,London
13.0,7.0,E01000657,Bromley,1573,7.88,0.096,175.0,4.0,393583.0,London
,,E01000658,Bromley,1332,5.41,0.048,111.0,2.0,514743.0,London
2.0,2.0,E01000659,Bromley,1459,8.91,0.05,56.0,1.0,436139.0,London
52.0,32.0,E01000661,Bromley,2816,32.71,0.256,333.0,18.0,390897.0,London
7.0,6.0,E01000662,Bromley,1803,26.62,0.118,132.0,5.0,490463.0,London
7.0,1.0,E01000663,Bromley,1679,19.3,0.125,121.0,2.0,510140.0,London
7.0,2.0,E01000664,Bromley,1659,24.83,0.1,111.0,6.0,570732.0,London
15.0,9.0,E01000475,Brent,2126,84.29,0.124,279.0,16.0,442858.0,London
11.0,7.0,E01000476,Brent,2196,84.88,0.098,160.0,5.0,533295.0,London
13.0,10.0,E01000477,Brent,2376,80.77,0.11,268.0,16.0,349175.0,London
2.0,2.0,E01000478,Brent,2530,85.3,0.134,205.0,4.0,417954.0,London
4.0,2.0,E01000479,Brent,1759,69.7,0.106,115.0,5.0,792420.0,London
4.0,0.0,E01000480,Brent,1691,66.11,0.072,105.0,6.0,778851.0,London
32.0,24.0,E01000481,Brent,1636,69.93,0.169,151.0,8.0,454993.0,London
7.0,6.0,E01000483,Brent,1853,73.99,0.233,165.0,8.0,278434.0,London
,,E01000484,Brent,1767,70.85,0.264,102.0,2.0,,London
11.0,7.0,E01000485,Brent,1605,63.43,0.205,89.0,,,London
16.0,9.0,E01000486,Brent,1694,68.95,0.086,100.0,6.0,719889.0,London
11.0,9.0,E01000487,Brent,1987,66.78,0.123,166.0,5.0,405081.0,London
7.0,6.0,E01000488,Brent,1644,55.84,0.134,113.0,3.0,1189119.0,London
4.0,2.0,E01000489,Brent,1728,52.26,0.173,126.0,,1122830.0,London
9.0,3.0,E01000490,Brent,1773,41.17,0.13,385.0,5.0,562661.0,London
20.0,13.0,E01000491,Brent,2065,47.65,0.133,331.0,3.0,1623636.0,London
1.0,1.0,E01000492,Brent,1273,36.92,0.085,84.0,,1409576.0,London
7.0,3.0,E01000493,Brent,1599,38.84,0.083,90.0,2.0,1143050.0,London
5.0,3.0,E01000494,Brent,1759,49.01,0.142,158.0,1.0,1191202.0,London
10.0,8.0,E01000495,Brent,1589,47.01,0.213,321.0,,815446.0,London
1.0,1.0,E01000497,Brent,2071,58.04,0.161,318.0,6.0,,London
17.0,13.0,E01000498,Brent,1679,75.76,0.187,134.0,7.0,471985.0,London
79.0,61.0,E01000720,Bromley,1802,26.47,0.282,246.0,9.0,334532.0,London
36.0,24.0,E01000499,Brent,1898,72.18,0.188,331.0,6.0,623958.0,London
5.0,1.0,E01000501,Brent,2031,69.92,0.255,137.0,10.0,,London
7.0,3.0,E01000696,Bromley,1640,13.6,0.024,108.0,2.0,964801.0,London
85.0,42.0,E01000583,Brent,2047,35.17,0.105,279.0,12.0,1115481.0,London
28.0,22.0,E01000721,Bromley,1604,35.72,0.301,191.0,11.0,286485.0,London
7.0,5.0,E01000502,Brent,1879,61.1,0.221,172.0,9.0,601994.0,London
9.0,4.0,E01000697,Bromley,1784,18.5,0.022,92.0,,621960.0,London
4.0,0.0,E01000584,Brent,1561,42.09,0.094,61.0,1.0,1232220.0,London
86.0,64.0,E01000722,Bromley,1848,23.05,0.156,299.0,13.0,431780.0,London
10.0,5.0,E01000503,Brent,2092,57.6,0.166,178.0,4.0,664523.0,London
20.0,16.0,E01000698,Bromley,1192,31.54,0.034,101.0,,1071335.0,London
,,E01000585,Brent,1510,37.55,0.1,63.0,2.0,972894.0,London
2.0,2.0,E01000723,Bromley,1241,14.5,0.068,22.0,1.0,457528.0,London
41.0,36.0,E01000504,Brent,1798,47.11,0.12,273.0,12.0,799557.0,London
11.0,7.0,E01000699,Bromley,1454,37.21,0.14,104.0,2.0,411416.0,London
190.0,61.0,E01000586,Brent,2380,43.36,0.125,442.0,10.0,695595.0,London
225.0,149.0,E01000724,Bromley,1675,33.01,0.231,202.0,8.0,359892.0,London
6.0,4.0,E01000505,Brent,1677,60.88,0.135,134.0,6.0,,London
2.0,1.0,E01000700,Bromley,1522,22.21,0.093,46.0,,476373.0,London
36.0,22.0,E01000587,Brent,1626,65.74,0.108,78.0,,619333.0,London
47.0,27.0,E01000725,Bromley,1751,19.25,0.191,222.0,9.0,353569.0,London
77.0,53.0,E01000506,Brent,1658,60.37,0.186,184.0,9.0,318300.0,London
2.0,0.0,E01000701,Bromley,1440,26.39,0.1,25.0,,497565.0,London
8.0,6.0,E01000589,Brent,2549,71.83,0.114,134.0,3.0,461948.0,London
7.0,5.0,E01000726,Bromley,1303,19.11,0.089,73.0,3.0,417155.0,London
47.0,31.0,E01000507,Brent,1611,55.0,0.148,137.0,5.0,933198.0,London
1.0,0.0,E01000702,Bromley,1434,24.9,0.054,39.0,1.0,492326.0,London
15.0,10.0,E01000590,Brent,1936,55.73,0.136,107.0,2.0,501164.0,London
115.0,80.0,E01000727,Bromley,1691,23.83,0.096,239.0,13.0,427999.0,London
57.0,46.0,E01000508,Brent,2613,76.66,0.245,395.0,26.0,415095.0,London
12.0,7.0,E01000703,Bromley,1728,26.68,0.058,112.0,2.0,592101.0,London
20.0,17.0,E01000591,Brent,2184,67.35,0.096,441.0,8.0,544325.0,London
55.0,38.0,E01000728,Bromley,1630,23.44,0.126,259.0,6.0,408081.0,London
45.0,28.0,E01000509,Brent,1437,66.46,0.171,271.0,13.0,,London
11.0,7.0,E01000704,Bromley,1472,28.06,0.067,128.0,4.0,395891.0,London
72.0,50.0,E01000592,Brent,1832,65.45,0.124,163.0,5.0,497135.0,London
96.0,65.0,E01000729,Bromley,1959,25.52,0.276,221.0,11.0,313860.0,London
33.0,20.0,E01000510,Brent,1673,61.86,0.17,363.0,24.0,497571.0,London
6.0,6.0,E01000705,Bromley,1355,40.74,0.103,144.0,2.0,545590.0,London
7.0,3.0,E01000593,Brent,2123,69.15,0.143,156.0,2.0,562500.0,London
36.0,28.0,E01000730,Bromley,1808,26.66,0.287,245.0,7.0,388397.0,London
49.0,19.0,E01000511,Brent,1767,62.93,0.16,125.0,11.0,817062.0,London
3.0,2.0,E01000706,Bromley,1374,25.33,0.106,116.0,4.0,509597.0,London
12.0,5.0,E01000594,Brent,1816,60.46,0.106,191.0,6.0,423708.0,London
11.0,7.0,E01000731,Bromley,1381,21.07,0.185,75.0,2.0,423011.0,London
26.0,16.0,E01000512,Brent,1704,48.24,0.105,165.0,10.0,876999.0,London
2.0,1.0,E01000707,Bromley,1508,12.86,0.024,44.0,,725679.0,London
135.0,96.0,E01000595,Brent,1785,78.99,0.243,266.0,9.0,,London
3.0,2.0,E01000732,Bromley,1512,16.4,0.104,39.0,2.0,670267.0,London
17.0,11.0,E01000513,Brent,1675,61.01,0.099,102.0,3.0,631171.0,London
5.0,2.0,E01000708,Bromley,1690,24.02,0.049,121.0,1.0,506069.0,London
38.0,26.0,E01000596,Brent,1847,80.45,0.274,179.0,10.0,,London
9.0,6.0,E01000514,Brent,1568,56.31,0.083,68.0,2.0,484198.0,London
12.0,5.0,E01000733,Bromley,1669,21.27,0.146,145.0,7.0,451315.0,London
8.0,6.0,E01000515,Brent,1876,64.34,0.174,180.0,6.0,387116.0,London
15.0,10.0,E01000709,Bromley,1367,22.24,0.105,100.0,1.0,484581.0,London
18.0,7.0,E01000599,Brent,1888,78.87,0.338,206.0,6.0,,London
94.0,60.0,E01000601,Brent,1384,79.77,0.358,963.0,11.0,,London
36.0,24.0,E01000602,Brent,1450,82.0,0.253,177.0,8.0,,London
4.0,2.0,E01000603,Brent,1446,76.63,0.27,174.0,4.0,,London
4.0,4.0,E01000604,Brent,1737,81.35,0.289,130.0,5.0,390600.0,London
23.0,18.0,E01000605,Brent,1763,77.82,0.273,179.0,7.0,,London
1.0,1.0,E01000606,Brent,1871,72.31,0.12,93.0,,482322.0,London
1.0,0.0,E01000607,Brent,2591,73.06,0.112,183.0,,480604.0,London
23.0,18.0,E01000608,Brent,2339,79.91,0.127,297.0,9.0,415512.0,London
9.0,7.0,E01000609,Brent,2060,75.05,0.121,205.0,4.0,428299.0,London
8.0,5.0,E01000610,Brent,2189,79.95,0.137,122.0,2.0,442622.0,London
8.0,4.0,E01000611,Brent,1929,81.65,0.127,91.0,2.0,458711.0,London
11.0,5.0,E01000612,Brent,1764,79.65,0.162,94.0,4.0,522770.0,London
3.0,2.0,E01000613,Brent,1757,69.89,0.154,108.0,4.0,283551.0,London
119.0,68.0,E01000615,Brent,3193,61.04,0.102,678.0,34.0,479774.0,London
22.0,13.0,E01000616,Brent,1937,69.39,0.107,224.0,11.0,495572.0,London
22.0,12.0,E01000617,Brent,2268,75.75,0.128,139.0,10.0,430520.0,London
7.0,5.0,E01000618,Brent,1674,76.82,0.137,97.0,6.0,486993.0,London
4.0,3.0,E01000619,Brent,1699,80.93,0.137,138.0,7.0,,London
20.0,13.0,E01000620,Brent,1748,82.49,0.118,133.0,6.0,374674.0,London
30.0,23.0,E01000621,Brent,1812,83.33,0.128,149.0,1.0,530343.0,London
13.0,10.0,E01000622,Brent,1983,58.5,0.14,181.0,14.0,327979.0,London
6.0,5.0,E01000623,Brent,1884,56.48,0.1,144.0,4.0,744448.0,London
21.0,13.0,E01000710,Bromley,2362,28.96,0.066,158.0,4.0,450476.0,London
4.0,3.0,E01000734,Bromley,1392,18.97,0.082,56.0,3.0,537721.0,London
